Taxa	Genotype	Country	Date
JN792902.1	HBV-B	Canada	2004
JN792901.1	HBV-B	Canada	2009
JN792900.1	HBV-B	Canada	2009
JN792899.1	HBV-B	Canada	2004
JN792898.1	HBV-B	Canada	2004
JN792897.1	HBV-B	Canada	2009
JN792896.1	HBV-B	Canada	2009
JN792895.1	HBV-B	Canada	2004
JN792894.1	HBV-B	Canada	2009
JN792893.1	HBV-B	Canada	2004
JN688722.2	HBV-D	Argentina	2011
JN688720.2	HBV-F	Argentina	2011
JN688717.2	HBV-D	Argentina	2011
JN688716.2	HBV-D	Argentina	2011
JN688715.2	HBV-D	Argentina	2011
JN688713.2	HBV-D	Argentina	2011
JN688712.2	HBV-D	Argentina	2011
JN688711.2	HBV-D	Argentina	2011
JN688710.2	HBV-D	Argentina	2010
JN688709.2	HBV-F	Argentina	2010
JN688708.2	HBV-D	Argentina	2010
JN688703.2	HBV-F	Argentina	2009
JN688701.2	HBV-F	Argentina	2009
JN688699.2	HBV-F	Argentina	2009
JN688695.2	HBV-D	Argentina	2009
JN688691.2	HBV-F	Argentina	2009
JN688689.2	HBV-D	Argentina	2009
JN688685.2	HBV-D	Argentina	2008
JN688683.2	HBV-D	Argentina	2009
JN688679.2	HBV-D	Argentina	2008
JN688678.2	HBV-D	Argentina	2008
JN642167.1	HBV-D	Lebanon	2010
JN642166.1	HBV-D	Lebanon	2010
JN642165.1	HBV-D	Lebanon	2010
JN642164.1	HBV-D	Lebanon	2011
JN642163.1	HBV-D	Lebanon	2010
JN642162.1	HBV-D	Lebanon	2010
JN642161.1	HBV-D	Lebanon	2010
JN642160.1	HBV-D	Lebanon	2010
JN642159.1	HBV-D	Lebanon	2010
JN642158.1	HBV-D	Lebanon	2010
JN642157.1	HBV-D	Lebanon	2010
JN642156.1	HBV-D	Lebanon	2010
JN642155.1	HBV-D	Lebanon	2010
JN642154.1	HBV-D	Lebanon	2010
JN642153.1	HBV-D	Lebanon	2010
JN642152.1	HBV-D	Lebanon	2010
JN642151.1	HBV-D	Lebanon	2010
JN642150.1	HBV-D	Lebanon	2010
JN642149.1	HBV-D	Lebanon	2010
JN642148.1	HBV-D	Lebanon	2010
JN642147.1	HBV-D	Lebanon	2010
JN642146.1	HBV-D	Lebanon	2010
JN642145.1	HBV-D	Lebanon	2010
JN642144.1	HBV-D	Lebanon	2010
JN642143.1	HBV-D	Lebanon	2010
JN642142.1	HBV-D	Lebanon	2010
JN642141.1	HBV-D	Lebanon	2010
JN642140.1	HBV-D	Lebanon	2010
JN642139.1	HBV-D	Lebanon	2010
JN642138.1	HBV-D	Lebanon	2010
JN642137.1	HBV-D	Lebanon	2010
JN642136.1	HBV-D	Lebanon	2010
JN642135.1	HBV-D	Lebanon	2010
JN642134.1	HBV-D	Lebanon	2010
JN642133.1	HBV-D	Lebanon	2010
JN642132.1	HBV-D	Lebanon	2010
JN642131.1	HBV-D	Lebanon	2010
JN642130.1	HBV-D	Lebanon	2010
JN642129.1	HBV-D	Lebanon	2010
JN642128.1	HBV-D	Lebanon	2010
JN642127.1	HBV-D	Lebanon	2010
JN642126.1	HBV-D	Lebanon	2010
JN630463.1	HBV-B	China	2011
JN406371.1	HBV-B	China	2010
JN400089.1	HBV-B	Korea, Republic of	2007
JN400088.1	HBV-B	Korea, Republic of	2007
JN400087.1	HBV-B	Korea, Republic of	2007
JN400086.1	HBV-B	Korea, Republic of	2007
JN315779.1	HBV-B	Korea, Republic of	2003
JN257217.1	HBV-D	Syrian Arab Republic	2009
JN257216.1	HBV-D	Syrian Arab Republic	2009
JN257215.1	HBV-D	Syrian Arab Republic	2009
JN257214.1	HBV-D	Syrian Arab Republic	2009
JN257213.1	HBV-D	Syrian Arab Republic	2010
JN257212.1	HBV-D	Syrian Arab Republic	2010
JN257211.1	HBV-D	Syrian Arab Republic	2010
JN257210.1	HBV-D	Syrian Arab Republic	2010
JN257209.1	HBV-D	Syrian Arab Republic	2010
JN257208.1	HBV-D	Syrian Arab Republic	2010
JN257207.1	HBV-D	Syrian Arab Republic	2010
JN257206.1	HBV-D	Syrian Arab Republic	2010
JN257205.1	HBV-D	Syrian Arab Republic	2009
JN257204.1	HBV-D	Syrian Arab Republic	2009
JN257203.1	HBV-D	Syrian Arab Republic	2009
JN257202.1	HBV-D	Syrian Arab Republic	2009
JN257201.1	HBV-D	Syrian Arab Republic	2009
JN257200.1	HBV-D	Syrian Arab Republic	2009
JN257199.1	HBV-D	Syrian Arab Republic	2009
JN257198.1	HBV-D	Syrian Arab Republic	2009
JN257197.1	HBV-D	Syrian Arab Republic	2009
JN257196.1	HBV-D	Syrian Arab Republic	2009
JN257195.1	HBV-D	Syrian Arab Republic	2009
JN257194.1	HBV-D	Syrian Arab Republic	2009
JN257193.1	HBV-D	Syrian Arab Republic	2009
JN257192.1	HBV-D	Syrian Arab Republic	2009
JN257191.1	HBV-D	Syrian Arab Republic	2009
JN257190.1	HBV-D	Syrian Arab Republic	2008
JN257189.1	HBV-D	Syrian Arab Republic	2008
JN257188.1	HBV-D	Syrian Arab Republic	2008
JN257187.1	HBV-D	Syrian Arab Republic	2008
JN257186.1	HBV-D	Syrian Arab Republic	2008
JN257185.1	HBV-D	Syrian Arab Republic	2008
JN257184.1	HBV-D	Syrian Arab Republic	2008
JN257183.1	HBV-D	Syrian Arab Republic	2010
JN257182.1	HBV-D	Syrian Arab Republic	2009
JN257181.1	HBV-D	Syrian Arab Republic	2010
JN257180.1	HBV-D	Syrian Arab Republic	2010
JN257179.1	HBV-D	Syrian Arab Republic	2010
JN257178.1	HBV-D	Syrian Arab Republic	2010
JN257177.1	HBV-D	Syrian Arab Republic	2009
JN257176.1	HBV-D	Syrian Arab Republic	2009
JN257175.1	HBV-D	Syrian Arab Republic	2009
JN257174.1	HBV-D	Syrian Arab Republic	2009
JN257173.1	HBV-D	Syrian Arab Republic	2009
JN257172.1	HBV-D	Syrian Arab Republic	2009
JN257171.1	HBV-D	Syrian Arab Republic	2009
JN257170.1	HBV-D	Syrian Arab Republic	2009
JN257169.1	HBV-D	Syrian Arab Republic	2009
JN257168.1	HBV-D	Syrian Arab Republic	2009
JN257167.1	HBV-D	Syrian Arab Republic	2009
JN257166.1	HBV-D	Syrian Arab Republic	2009
JN257165.1	HBV-D	Syrian Arab Republic	2009
JN257164.1	HBV-D	Syrian Arab Republic	2009
JN257163.1	HBV-D	Syrian Arab Republic	2009
JN257162.1	HBV-D	Syrian Arab Republic	2009
JN257161.1	HBV-D	Syrian Arab Republic	2009
JN257160.1	HBV-D	Syrian Arab Republic	2009
JN257159.1	HBV-D	Syrian Arab Republic	2009
JN257158.1	HBV-D	Syrian Arab Republic	2009
JN257157.1	HBV-D	Syrian Arab Republic	2009
JN257156.1	HBV-D	Syrian Arab Republic	2009
JN257155.1	HBV-D	Syrian Arab Republic	2009
JN257154.1	HBV-D	Syrian Arab Republic	2009
JN257153.1	HBV-D	Syrian Arab Republic	2009
JN257152.1	HBV-D	Syrian Arab Republic	2009
JN257151.1	HBV-D	Syrian Arab Republic	2008
JN257150.1	HBV-D	Syrian Arab Republic	2008
JN257149.1	HBV-D	Syrian Arab Republic	2010
JN257148.1	HBV-D	Syrian Arab Republic	2010
JN182334.1	HBV-A	South Africa	2009
JN182333.1	HBV-A	South Africa	2009
JN182332.1	HBV-A	South Africa	2009
JN182331.1	HBV-A	South Africa	2009
JN182330.1	HBV-A	South Africa	2009
JN182329.1	HBV-A	South Africa	2009
JN182328.1	HBV-A	South Africa	2009
JN182327.1	HBV-A	South Africa	2009
JN182326.1	HBV-A	South Africa	2009
JN182325.1	HBV-A	South Africa	2009
JN182324.1	HBV-A	South Africa	2009
JN182323.1	HBV-A	South Africa	2009
JN182322.1	HBV-A	South Africa	2009
JN182321.1	HBV-A	South Africa	2009
JN182320.1	HBV-A	South Africa	2009
JN182319.1	HBV-A	South Africa	2009
JN182318.1	HBV-A	South Africa	2009
JN040830.1	HBV-D	Iran, Islamic Republic of	2006
JN040829.1	HBV-D	Iran, Islamic Republic of	2006
JN040828.1	HBV-D	Iran, Islamic Republic of	2007
JN040827.1	HBV-D	Iran, Islamic Republic of	2009
JN040826.1	HBV-D	Iran, Islamic Republic of	2006
JN040825.1	HBV-D	Iran, Islamic Republic of	2007
JN040824.1	HBV-D	Iran, Islamic Republic of	2009
JN040823.1	HBV-D	Iran, Islamic Republic of	2008
JN040822.1	HBV-D	Iran, Islamic Republic of	2007
JN040821.1	HBV-D	Iran, Islamic Republic of	2006
JN040820.1	HBV-D	Iran, Islamic Republic of	2007
JN040819.1	HBV-D	Iran, Islamic Republic of	2009
JN040818.1	HBV-D	Iran, Islamic Republic of	2009
JN040817.1	HBV-D	Iran, Islamic Republic of	2009
JN040816.1	HBV-D	Iran, Islamic Republic of	2008
JN040815.1	HBV-D	Iran, Islamic Republic of	2008
JN040814.1	HBV-D	Iran, Islamic Republic of	2009
JN040813.1	HBV-D	Iran, Islamic Republic of	2008
JN040812.1	HBV-D	Iran, Islamic Republic of	2007
JN040811.1	HBV-D	Iran, Islamic Republic of	2007
JN040810.1	HBV-D	Iran, Islamic Republic of	2007
JN040809.1	HBV-D	Iran, Islamic Republic of	2008
JN040808.1	HBV-D	Iran, Islamic Republic of	2007
JN040807.1	HBV-D	Iran, Islamic Republic of	2009
JN040806.1	HBV-D	Iran, Islamic Republic of	2006
JN040805.1	HBV-D	Iran, Islamic Republic of	2007
JN040804.1	HBV-D	Iran, Islamic Republic of	2008
JN040803.1	HBV-D	Iran, Islamic Republic of	2009
JN040802.1	HBV-D	Iran, Islamic Republic of	2008
JN040801.1	HBV-D	Iran, Islamic Republic of	2009
JN040800.1	HBV-D	Iran, Islamic Republic of	2009
JN040799.1	HBV-D	Iran, Islamic Republic of	2006
JN040798.1	HBV-D	Iran, Islamic Republic of	2009
JN040797.1	HBV-D	Iran, Islamic Republic of	2009
JN040796.1	HBV-D	Iran, Islamic Republic of	2009
JN040795.1	HBV-D	Iran, Islamic Republic of	2008
JN040794.1	HBV-D	Iran, Islamic Republic of	2008
JN040793.1	HBV-D	Iran, Islamic Republic of	2007
JN040792.1	HBV-D	Iran, Islamic Republic of	2008
JN040791.1	HBV-D	Iran, Islamic Republic of	2007
JN040790.1	HBV-D	Iran, Islamic Republic of	2006
JN040789.1	HBV-D	Iran, Islamic Republic of	2007
JN040788.1	HBV-D	Iran, Islamic Republic of	2009
JN040787.1	HBV-D	Iran, Islamic Republic of	2009
JN040786.1	HBV-D	Iran, Islamic Republic of	2009
JN040785.1	HBV-D	Iran, Islamic Republic of	2009
JN040784.1	HBV-D	Iran, Islamic Republic of	2009
JN040783.1	HBV-D	Iran, Islamic Republic of	2007
JN040782.1	HBV-D	Iran, Islamic Republic of	2009
JN040781.1	HBV-D	Iran, Islamic Republic of	2009
JN040780.1	HBV-D	Iran, Islamic Republic of	2007
JN040779.1	HBV-D	Iran, Islamic Republic of	2007
JN040778.1	HBV-D	Iran, Islamic Republic of	2008
JN040777.1	HBV-D	Iran, Islamic Republic of	2007
JN040776.1	HBV-D	Iran, Islamic Republic of	2006
JN040775.1	HBV-D	Iran, Islamic Republic of	2008
JN040774.1	HBV-D	Iran, Islamic Republic of	2006
JN040773.1	HBV-D	Iran, Islamic Republic of	2007
JN040772.1	HBV-D	Iran, Islamic Republic of	2006
JN040771.1	HBV-D	Iran, Islamic Republic of	2009
JN040770.1	HBV-D	Iran, Islamic Republic of	2006
JN040769.1	HBV-D	Iran, Islamic Republic of	2008
JN040768.1	HBV-D	Iran, Islamic Republic of	2006
JN040767.1	HBV-D	Iran, Islamic Republic of	2009
JN040766.1	HBV-D	Iran, Islamic Republic of	2009
JN040765.1	HBV-D	Iran, Islamic Republic of	2009
JN040764.1	HBV-D	Iran, Islamic Republic of	2006
JN040763.1	HBV-D	Iran, Islamic Republic of	2006
JN040762.1	HBV-D	Iran, Islamic Republic of	2009
JN040761.1	HBV-D	Iran, Islamic Republic of	2008
JN040760.1	HBV-D	Iran, Islamic Republic of	2007
JN040759.1	HBV-D	Iran, Islamic Republic of	2006
JN040758.1	HBV-D	Iran, Islamic Republic of	2007
JN040757.1	HBV-D	Iran, Islamic Republic of	2007
JN040756.1	HBV-D	Iran, Islamic Republic of	2008
JN040755.1	HBV-D	Iran, Islamic Republic of	2006
JN040754.1	HBV-D	Iran, Islamic Republic of	2009
JN040753.1	HBV-D	Iran, Islamic Republic of	2007
JN040752.1	HBV-D	Iran, Islamic Republic of	2009
JN040751.1	HBV-D	Iran, Islamic Republic of	2008
JN040750.1	HBV-D	Iran, Islamic Republic of	2008
JF899338.1	HBV-I	China	2010
JF899337.1	HBV-I	China	2010
JF899336.1	HBV-C	China	2010
JF899335.1	HBV-B	China	2010
JF828938.1	HBV-B	Korea, Republic of	2010
JF828937.1	HBV-B	Korea, Republic of	2010
JF828936.1	HBV-B	Korea, Republic of	2010
JF828935.1	HBV-B	Korea, Republic of	2010
JF828934.1	HBV-B	Korea, Republic of	2010
JF828933.1	HBV-B	Korea, Republic of	2010
JF828932.1	HBV-B	Korea, Republic of	2010
JF828931.1	HBV-B	Korea, Republic of	2010
JF828930.1	HBV-B	Korea, Republic of	2010
JF828929.1	HBV-B	Korea, Republic of	2010
JF828928.1	HBV-B	Korea, Republic of	2010
JF828927.1	HBV-B	Korea, Republic of	2010
JF828926.1	HBV-B	Korea, Republic of	2010
JF828925.1	HBV-B	Korea, Republic of	2010
JF828924.1	HBV-B	Korea, Republic of	2010
JF828923.1	HBV-B	Korea, Republic of	2010
JF828922.1	HBV-B	Korea, Republic of	2010
JF828921.1	HBV-B	Korea, Republic of	2010
JF828920.1	HBV-B	Korea, Republic of	2010
JF828919.1	HBV-B	Korea, Republic of	2010
JF828918.1	HBV-B	Korea, Republic of	2010
JF828917.1	HBV-B	Korea, Republic of	2010
JF828916.1	HBV-B	Korea, Republic of	2010
JF828915.1	HBV-B	Korea, Republic of	2010
JF828914.1	HBV-B	Korea, Republic of	2010
JF828913.1	HBV-B	Korea, Republic of	2010
JF828912.1	HBV-B	Korea, Republic of	2010
JF828911.1	HBV-B	Korea, Republic of	2010
JF828910.1	HBV-B	Korea, Republic of	2010
JF828909.1	HBV-B	Korea, Republic of	2010
JF828908.1	HBV-B	Korea, Republic of	2010
JF828907.1	HBV-B	Korea, Republic of	2010
JF828906.1	HBV-B	Korea, Republic of	2010
JF828905.1	HBV-B	Korea, Republic of	2010
JF491456.1	HBV-C	China	2007
JF491455.1	HBV-C	China	2007
JF491454.1	HBV-C	China	2007
JF491453.1	HBV-C	China	2007
JF491452.1	HBV-C	China	2007
JF491451.1	HBV-C	China	2007
JF491450.1	HBV-C	China	2007
JF491449.1	HBV-C	China	2007
JF491448.1	HBV-C	China	2007
JF491447.1	HBV-C	China	2007
JF436923.1	HBV-C	China	2008
JF436922.1	HBV-C	China	2007
JF436921.1	HBV-B	China	2005
JF436920.1	HBV-C	China	2005
JF436919.1	HBV-C	China	2004
JF412801.1	HBV-B	China	2010
HQ833471.1	HBV-D	China	2009
HQ833470.1	HBV-D	China	2009
HQ833469.1	HBV-D	China	2009
HQ833468.1	HBV-D	China	2009
HQ833467.1	HBV-D	China	2009
HQ833466.1	HBV-D	China	2009
HQ833465.1	HBV-D	China	2009
HQ700543.1	HBV-C	Papua New Guinea	2005
HQ700542.1	HBV-C	Papua New Guinea	2003
HQ700541.1	HBV-D	Kiribati	2005
HQ700540.1	HBV-D	Kiribati	2004
HQ700538.1	HBV-D	Kiribati	2004
HQ700537.1	HBV-D	Kiribati	2004
HQ700536.1	HBV-D	Kiribati	2004
HQ700535.1	HBV-D	Kiribati	2004
HQ700534.1	HBV-D	Kiribati	2004
HQ700533.1	HBV-D	Kiribati	2004
HQ700532.1	HBV-C	Papua New Guinea	1994
HQ700531.1	HBV-C	Papua New Guinea	1994
HQ700530.1	HBV-C	Papua New Guinea	1994
HQ700529.1	HBV-C	Papua New Guinea	2004
HQ700528.1	HBV-C	Papua New Guinea	2004
HQ700527.1	HBV-C	Papua New Guinea	2004
HQ700526.1	HBV-C	Papua New Guinea	2005
HQ700525.1	HBV-D	Papua New Guinea	2004
HQ700524.1	HBV-D	Papua New Guinea	2004
HQ700523.1	HBV-C	Papua New Guinea	2004
HQ700522.1	HBV-C	Papua New Guinea	2004
HQ700521.1	HBV-C	Papua New Guinea	2004
HQ700520.1	HBV-C	Papua New Guinea	2004
HQ700519.1	HBV-C	Papua New Guinea	2003
HQ700518.1	HBV-C	Papua New Guinea	2005
HQ700517.1	HBV-C	Papua New Guinea	2005
HQ700516.1	HBV-C	Papua New Guinea	2005
HQ700515.1	HBV-C	New Caledonia	2003
HQ700514.1	HBV-D	New Caledonia	2001
HQ700513.1	HBV-D	New Caledonia	2001
HQ700512.1	HBV-D	New Caledonia	2001
HQ700511.1	HBV-D	New Caledonia	2001
HQ700510.1	HBV-D	New Caledonia	2003
HQ700509.1	HBV-C	New Caledonia	2003
HQ700508.1	HBV-C	New Caledonia	2003
HQ700507.1	HBV-C	New Caledonia	2001
HQ700506.1	HBV-C	New Caledonia	2003
HQ700505.1	HBV-C	Vanuatu	2004
HQ700504.1	HBV-C	Tonga	1992
HQ700503.1	HBV-D	Tonga	1992
HQ700502.1	HBV-C	Tonga	1991
HQ700501.1	HBV-D	Samoa	1991
HQ700500.1	HBV-D	Samoa	1993
HQ700499.1	HBV-C	Fiji	2005
HQ700498.1	HBV-C	Fiji	2005
HQ700497.1	HBV-D	Fiji	2004
HQ700496.1	HBV-C	Fiji	2004
HQ700495.1	HBV-C	Fiji	2004
HQ700494.1	HBV-D	Fiji	2004
HQ700493.1	HBV-D	Fiji	2004
HQ700492.1	HBV-D	Fiji	2004
HQ700491.1	HBV-D	New Zealand	1996
HQ700490.1	HBV-C	New Zealand	1993
HQ700489.1	HBV-D	New Zealand	1999
HQ700488.1	HBV-D	New Zealand	1984
HQ700487.1	HBV-D	New Zealand	1984
HQ700486.1	HBV-C	New Zealand	1999
HQ700485.1	HBV-C	New Zealand	1984
HQ700484.1	HBV-D	New Zealand	1984
HQ700483.1	HBV-D	New Zealand	1984
HQ700482.1	HBV-D	New Zealand	1984
HQ700481.1	HBV-D	New Zealand	1999
HQ700480.1	HBV-D	New Zealand	1984
HQ700479.1	HBV-D	New Zealand	1984
HQ700478.1	HBV-D	New Zealand	1994
HQ700477.1	HBV-D	New Zealand	1984
HQ700476.1	HBV-C	New Zealand	1999
HQ700475.1	HBV-C	New Zealand	1984
HQ700474.1	HBV-D	New Zealand	1999
HQ700473.1	HBV-D	New Zealand	1984
HQ700472.1	HBV-D	New Zealand	1997
HQ700471.1	HBV-D	New Zealand	1984
HQ700470.1	HBV-D	New Zealand	1999
HQ700469.1	HBV-D	New Zealand	1984
HQ700468.1	HBV-D	New Zealand	1984
HQ700467.1	HBV-D	New Zealand	1999
HQ700466.1	HBV-D	New Zealand	1984
HQ700465.1	HBV-D	New Zealand	1992
HQ700464.1	HBV-D	New Zealand	1984
HQ700463.1	HBV-D	New Zealand	1984
HQ700462.1	HBV-C	New Zealand	1996
HQ700461.1	HBV-C	New Zealand	1984
HQ700460.1	HBV-D	New Zealand	1984
HQ700459.1	HBV-D	New Zealand	1993
HQ700458.1	HBV-D	New Zealand	1997
HQ700457.1	HBV-C	New Zealand	1997
HQ700456.1	HBV-C	New Zealand	1984
HQ700455.1	HBV-D	New Zealand	1999
HQ700454.1	HBV-D	New Zealand	1984
HQ700453.1	HBV-D	New Zealand	1984
HQ700452.1	HBV-D	New Zealand	1984
HQ700450.1	HBV-D	New Zealand	1984
HQ700449.1	HBV-D	New Zealand	1984
HQ700448.1	HBV-D	New Zealand	1999
HQ700447.1	HBV-D	New Zealand	1984
HQ700446.1	HBV-D	New Zealand	1999
HQ700445.1	HBV-D	New Zealand	1984
HQ700444.1	HBV-D	New Zealand	1984
HQ700443.1	HBV-D	New Zealand	1999
HQ700442.1	HBV-D	New Zealand	1984
HQ700441.1	HBV-D	New Zealand	1984
HQ700440.1	HBV-D	New Zealand	1984
HQ700439.1	HBV-D	New Zealand	1999
HQ684849.1	HBV-C	China	2010
HQ684848.1	HBV-B	China	2010
HQ638218.1	HBV-B	China	2007
HQ603082.1	HBV-F	Japan	2009
HQ603081.1	HBV-F	Japan	2009
HQ603080.1	HBV-F	Japan	2009
HQ603079.1	HBV-F	Japan	2009
HQ603078.1	HBV-F	Thailand	2008
HQ603077.1	HBV-F	Thailand	2001
HQ603076.1	HBV-F	Thailand	2001
HQ603075.1	HBV-F	Thailand	2008
HQ603074.1	HBV-F	Thailand	2001
HQ603073.1	HBV-F	Thailand	2001
HQ603072.1	HBV-F	Thailand	2008
HQ603071.1	HBV-F	Thailand	2001
HQ603070.1	HBV-F	Thailand	2001
HQ603069.1	HBV-F	Thailand	2008
HQ603068.1	HBV-F	Thailand	2001
HQ603067.1	HBV-F	Thailand	2001
HQ603066.1	HBV-F	Thailand	2001
HQ603065.1	HBV-F	Thailand	2001
HQ603064.1	HBV-F	Thailand	2001
HQ603063.1	HBV-F	Thailand	2004
HQ603062.1	HBV-F	Thailand	2004
HQ603061.1	HBV-F	Thailand	2008
HQ603060.1	HBV-F	Thailand	2008
HQ603059.1	HBV-F	Thailand	2004
HQ603058.1	HBV-F	Thailand	2008
HQ378247.1	HBV-F	Ireland	2009
HQ285946.1	HBV-H	Mexico	2008
HQ236016.1	HBV-D	Serbia	2007
HQ236015.1	HBV-D	Serbia	2007
HQ236014.1	HBV-D	Serbia	2007
HQ231885.1	HBV-I	China	2010
HQ231884.1	HBV-I	China	2010
HQ231883.1	HBV-I	China	2010
HQ231882.1	HBV-I	China	2010
HQ231881.1	HBV-I	China	2010
HQ231880.1	HBV-I	China	2010
HQ231879.1	HBV-I	China	2010
HQ231878.1	HBV-I	China	2010
HQ231877.1	HBV-I	China	2010
HQ018764.1	HBV-F	Uganda	2001
HQ018763.1	HBV-F	Uganda	2008
HM627320.1	HBV-F	Chile	2007
HM622135.1	HBV-F	Chile	2008
HM590474.1	HBV-F	Chile	2009
HM590473.1	HBV-F	Chile	2007
HM590472.1	HBV-F	Chile	2010
HM590471.1	HBV-F	Chile	2009
HM585200.1	HBV-F	Chile	2009
HM585199.1	HBV-F	Chile	2009
HM585198.1	HBV-F	Chile	2007
HM585197.1	HBV-F	Chile	2007
HM585196.1	HBV-F	Chile	2010
HM585195.1	HBV-F	Chile	2010
HM585194.1	HBV-F	Chile	2007
HM585193.1	HBV-F	Chile	2009
HM585192.1	HBV-F	Chile	2009
HM585191.1	HBV-F	Chile	2009
HM585190.1	HBV-F	Chile	2009
HM585189.1	HBV-F	Chile	2005
HM585188.1	HBV-F	Chile	2006
HM585187.1	HBV-F	Chile	2009
HM585186.1	HBV-F	Chile	2008
HM363613.1	HBV-A	Nigeria	2007
HM363612.1	HBV-A	Nigeria	2007
HM363611.1	HBV-E	Nigeria	2007
HM363610.1	HBV-E	Nigeria	2007
HM363609.1	HBV-E	Nigeria	2007
HM363608.1	HBV-E	Nigeria	2007
HM363607.1	HBV-E	Nigeria	2007
HM363606.1	HBV-E	Nigeria	2007
HM363605.1	HBV-E	Nigeria	2007
HM363604.1	HBV-E	Nigeria	2007
HM363603.1	HBV-E	Nigeria	2007
HM363602.1	HBV-E	Nigeria	2007
HM363601.1	HBV-E	Nigeria	2007
HM363600.1	HBV-E	Nigeria	2007
HM363599.1	HBV-E	Nigeria	2007
HM363598.1	HBV-E	Nigeria	2007
HM363597.1	HBV-E	Nigeria	2007
HM363596.1	HBV-E	Nigeria	2007
HM363595.1	HBV-E	Nigeria	2007
HM363594.1	HBV-E	Nigeria	2007
HM363593.1	HBV-E	Nigeria	2007
HM363592.1	HBV-E	Nigeria	2007
HM363591.1	HBV-E	Nigeria	2007
HM363590.1	HBV-E	Nigeria	2007
HM363589.1	HBV-E	Nigeria	2007
HM363588.1	HBV-E	Nigeria	2007
HM363587.1	HBV-E	Nigeria	2007
HM363586.1	HBV-E	Nigeria	2007
HM363585.1	HBV-E	Nigeria	2007
HM363584.1	HBV-E	Nigeria	2007
HM363583.1	HBV-E	Nigeria	2007
HM363582.1	HBV-E	Nigeria	2007
HM363581.1	HBV-E	Nigeria	2007
HM363580.1	HBV-E	Nigeria	2007
HM363579.1	HBV-E	Nigeria	2007
HM363578.1	HBV-E	Nigeria	2007
HM363577.1	HBV-E	Nigeria	2007
HM363576.1	HBV-E	Nigeria	2007
HM363575.1	HBV-E	Nigeria	2007
HM363574.1	HBV-E	Nigeria	2007
HM363573.1	HBV-E	Nigeria	2007
HM363572.1	HBV-E	Nigeria	2007
HM363571.1	HBV-E	Nigeria	2007
HM363570.1	HBV-E	Nigeria	2007
HM363569.1	HBV-E	Nigeria	2007
HM363568.1	HBV-E	Nigeria	2007
HM363567.1	HBV-E	Nigeria	2007
HM363566.1	HBV-E	Nigeria	2007
HM363565.1	HBV-E	Nigeria	2007
HM153811.1	HBV-B	China	2010
HM146131.1	HBV-A	India	2007
HM117851.2	HBV-H	Mexico	2009
HM117850.2	HBV-H	Mexico	2009
HM066946.2	HBV-H	Mexico	2008
HM011504.1	HBV-B	Malaysia	2009
HM011503.1	HBV-B	Malaysia	2009
HM011502.1	HBV-C	Malaysia	2009
HM011501.1	HBV-C	Malaysia	2008
HM011500.1	HBV-C	Malaysia	2008
HM011499.1	HBV-B	Malaysia	2008
HM011498.1	HBV-B	Malaysia	2008
HM011497.1	HBV-C	Malaysia	2008
HM011496.1	HBV-B	Malaysia	2008
HM011495.1	HBV-C	Malaysia	2008
HM011494.1	HBV-B	Malaysia	2008
HM011493.1	HBV-C	Malaysia	2008
HM011492.1	HBV-B	Malaysia	2008
HM011491.1	HBV-C	Malaysia	2008
HM011490.1	HBV-B	Malaysia	2008
HM011489.1	HBV-C	Malaysia	2008
HM011488.1	HBV-C	Malaysia	2007
HM011487.1	HBV-B	Malaysia	2007
HM011486.1	HBV-C	Malaysia	2007
HM011485.1	HBV-A	Malaysia	2007
HM011484.1	HBV-B	Malaysia	2009
HM011483.1	HBV-B	Malaysia	2009
HM011482.1	HBV-B	Malaysia	2009
HM011481.1	HBV-C	Malaysia	2008
HM011480.1	HBV-B	Malaysia	2008
HM011479.1	HBV-C	Malaysia	2008
HM011478.1	HBV-B	Malaysia	2008
HM011477.1	HBV-B	Malaysia	2008
HM011476.1	HBV-B	Malaysia	2008
HM011475.1	HBV-B	Malaysia	2008
HM011474.1	HBV-B	Malaysia	2008
HM011473.1	HBV-B	Malaysia	2008
HM011472.1	HBV-C	Malaysia	2008
HM011471.1	HBV-B	Malaysia	2008
HM011470.1	HBV-B	Malaysia	2008
HM011469.1	HBV-B	Malaysia	2007
HM011468.1	HBV-C	Malaysia	2007
HM011467.1	HBV-B	Malaysia	2007
HM011466.1	HBV-B	Malaysia	2007
HM011465.1	HBV-C	Malaysia	2007
HE576989.1	HBV-A	France	2007
HE576988.1	HBV-A	France	2007
GU565217.1	HBV-G	Netherlands	2007
GU563562.1	HBV-A	Belgium	2008
GU563561.1	HBV-C	Belgium	2006
GU563560.1	HBV-D	Belgium	2005
GU563559.1	HBV-G	Belgium	2001
GU563558.1	HBV-A	Belgium	2005
GU563557.1	HBV-A	Belgium	2000
GU563556.1	HBV-G	Belgium	2000
GU563555.1	HBV-A	Belgium	2007
GU563554.1	HBV-A	Belgium	2008
GU563553.1	HBV-A	Belgium	2001
GU563552.1	HBV-E	Belgium	2003
GU563551.1	HBV-A	Belgium	2003
GU563550.1	HBV-A	Belgium	2004
GU563549.1	HBV-D	Belgium	2008
GU563548.1	HBV-A	Belgium	2000
GU563547.1	HBV-A	Belgium	2003
GU563546.1	HBV-A	Belgium	2001
GU563545.1	HBV-A	Belgium	2005
GU456684.1	HBV-D	Iran, Islamic Republic of	2007
